1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / D1ボードの製作が楽しかったです。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 自分でプリントを印刷するのがめんどくさい
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / すべての解答が聞かないといけないため、自分の解答があっているかわからない
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 難しかったです
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / いちいちプリントを印刷しないといけないから、インターネットにしてほしい。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 指定席にされると友人と教えあったりすることが難しいから自由席にして頂けると学び合いができて、学生の学力向上が図れると思いました。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 誰とでも話しやすい環境で授業をしていたため先生にも、友達にも、先輩にも分からない所があればそくざに聞けた。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 丁寧に教えて頂きありがとうございました
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 小テストを頑張る
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / なし
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / ミニテスト取ればほぼ確実に受かる
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 最後が難しくなるので頑張ってください。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 小テストとD1ボード大事
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 勉強をしっかりと行うことが大切。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / ミニテスト頑張りましょう
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 満遍なく勉強してくだい。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / ミニテストはコツコツ点数を稼ぐこと！
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 早めにD1ボード回路の計算は覚えた方が良いです。早く覚えないとミニテストの点数が取れないってことになります。また、FIT-AIMへの記入をしましょう
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 小テスト頑張るべし
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 毎授業の小テストが単位を取るために必須なので欠席はしない方がいい
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 電卓必須なので忘れないようにして下さい。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / ミニテストで高得点を取れるように勉強する
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 電卓を忘れないようにしてください
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 毎回の小テストで点を取ると後々めっちゃ楽になります
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 専門的な考え方が多いので電気知識を高く持っておく。
1411208　電子回路I,平均評価ポイント　　3.60,2024/12/20（金）　～　2025/01/16（木） / 小テスト頑張ってください
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 電気工学の基礎となる内容であり、先生の教え方がとても分かりやすく面白い講義だった。
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / とてもわかりやすい授業です。
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 電気回路の交流や電力に関する知識を学ぶことができた。
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / とくになし
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / テスト前の過去問解説はありがたい
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 説明が分かりやすかった。
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業中に演習問題をしてくださっていたりしたので、理解しやすく自分の力になっている気がしてよかったです。
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 使う式を先に書いてくれていたのでどうゆうことをしているのかが分かった。
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 授業中何を言っているのか理解できません
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 演習問題を例題として教えてもらいわかりやすかった
1412207　電気回路II,平均評価ポイント　　3.43,2024/12/20（金）　～　2025/01/16（木） / 前期に引き続き電気回路について学ぶことができた。授業については重要点のが口頭でいわれることが多かったのでそこも聞き逃さないように意識して受けた。
