講義名,平均評価ポイント,自由記述,感情スコア,ポジティブ表現,ネガティブ表現
1913205　政治学Ⅰ,平均評価ポイント　　3.52,しっかりと話を聞いておく,-0.173243,,"と(-0.22), 話(-1.00)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,プリントをしっかりする,-0.10423825,,プリント(-0.42)
1913205　政治学Ⅰ,平均評価ポイント　　3.52,とても勉強になります,-0.0857162,,"とても(-0.17), 勉強(-0.26)"
1913205　政治学Ⅰ,平均評価ポイント　　3.52,特にありません。,0,,
1913205　政治学Ⅰ,平均評価ポイント　　3.52,毎回の課題を忘れない,-0.2325325,,"課題(-0.40), ない(-1.00)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,授業で習うことが初めてのことが多かったので社会の情勢や過去にどんなことがあったのか知れてよかったです,-0.143074677,,"授業(-0.41), 習う(-0.68), 初めて(-0.92), 社会(-0.82), 情勢(-0.72), や(-0.28), 過去(-0.61)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,分かりやすかったです。ありがとうございました。,0,,
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,いつもわかりやすい授業をありがとうございます,-0.050725875,,授業(-0.41)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,前期授業ありがとうございました,-0.113143,,"前期(-0.27), 授業(-0.41)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,これまでに、人間の起こした活動が環境に与えてきた影響や公害問題など、詳しく知ることができました。 ありがとうございました。,-0.127723,,"人間(-0.70), 活動(-0.74), 環境(-0.61), 影響(-0.63), や(-0.28), 公害(-0.51), 問題(-0.72), 知る(-0.42)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,この授業を通して身近にある環境問題などについて学ぶことが出来た。問題を解決するために自分が何をすればいいか考えるいいきっかけとなった。,-0.117928707,解決(0.91),"授業(-0.41), 通し(-0.45), 環境(-0.61), 問題(-0.72), つい(-0.55), 学ぶ(-0.55), 出来(-0.65), 問題(-0.72), 考える(-0.88), と(-0.22)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題を解決するための政策は調べたこともなく知識がなかったので、学べて良かったです。,-0.055420889,解決(0.91),"環境(-0.61), 問題(-0.72), 政策(-0.43), 調べ(-0.53), 知識(-0.12)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,とても面白かった,-0.056355667,,とても(-0.17)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境について、様々な面から物事を考えることができて、今まで気づかなかった部分に気づくことができた。,-0.104337759,,"環境(-0.61), つい(-0.55), 面(-0.99), 考える(-0.88)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,この授業では、これまで発生した環境問題や行われてきた政策などについて学ぶことが出来ました。日本の経済状況や歴史の流れに沿って授業を進めてくださったので、流れを把握しやすくとても理解しやすいと感じました。この授業で学んだことや知識を、これからに活かして行きたいと思います。これまでありがとうございました。,-0.136219826,,"授業(-0.41), 発生(-0.79), 環境(-0.61), 問題(-0.72), や(-0.28), 政策(-0.43), つい(-0.55), 学ぶ(-0.55), 出来(-0.65), 経済(-0.67), や(-0.28), 歴史(-0.74), 流れ(-0.88), 授業(-0.41), 流れ(-0.88), 把握(-0.33), とても(-0.17), 理解(-0.31), と(-0.22), 感じ(-0.97), 授業(-0.41), や(-0.28), 知識(-0.12), と(-0.22), 思い(-0.68)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,映像資料などがあってわかりやすかったです。,-0.077641818,,"映像(-0.47), 資料(-0.38)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,つまらない。,-0.333332333,,ない(-1.00)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題に対して、歴史的、政治的観点など様々な観点から捉えられるようになった。,-0.096241455,,"環境(-0.61), 問題(-0.72), 観点(-0.40), 観点(-0.40)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,政治的な視点から、環境について学ぶことができ、環境問題に対する政治的なアプローチについて考えられるようになり、ためになったと思います。,-0.171502342,,"視点(-0.44), 環境(-0.61), つい(-0.55), 学ぶ(-0.55), 環境(-0.61), 問題(-0.72), 対する(-0.34), アプローチ(-0.33), つい(-0.55), 考え(-0.93), と(-0.22), 思い(-0.68)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,様々な環境政策について学ぶことができてよかった。,-0.142114933,,"環境(-0.61), 政策(-0.43), つい(-0.55), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題についての知識がついた。,-0.230825545,,"環境(-0.61), 問題(-0.72), つい(-0.55), 知識(-0.12), つい(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,非常にわかりやすい講義をありがとうございました。,-0.038817091,,講義(-0.43)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題や環境規制などを学ぶことができた。,-0.212534,,"環境(-0.61), 問題(-0.72), や(-0.28), 環境(-0.61), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境政策について様々なことを学ぶことができた。,-0.142114933,,"環境(-0.61), 政策(-0.43), つい(-0.55), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,よかった,0,,
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,授業中に表示される資料が一部読みにくい部分があったので、大きくしてもらいたい,-0.181420391,,"授業(-0.41), 中(-0.98), 表示(-0.57), さ(-0.94), 資料(-0.38), 一部(-0.90)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境について興味があったので、様々な環境政策学べて内容も非常に興味があったので、聞けてよかったなと思いました。,-0.128173105,,"環境(-0.61), つい(-0.55), 興味(-0.47), 環境(-0.61), 政策(-0.43), 内容(-0.85), 興味(-0.47), と(-0.22), 思い(-0.68)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題への対応や、これまでの歴史について学ぶことができた。 楽しかった。,-0.159941833,,"環境(-0.61), 問題(-0.72), 対応(-0.40), や(-0.28), 歴史(-0.74), つい(-0.55), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,プリントにメモを取りやすいようにされていてやりやすかった。,-0.106592765,,"プリント(-0.42), メモ(-0.46), さ(-0.94)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境の歴史について詳しく学ぶことができました。ありがとうございました。,-0.128654842,,"環境(-0.61), 歴史(-0.74), つい(-0.55), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,公害や環境問題に日本政府がこれまでどう対応してきたのかや、中国の環境政策など、環境問題に関して幅広く学ぶことができた。,-0.193792289,,"公害(-0.51), や(-0.28), 環境(-0.61), 問題(-0.72), 政府(-0.72), どう(-0.94), 対応(-0.40), や(-0.28), 環境(-0.61), 政策(-0.43), 環境(-0.61), 問題(-0.72), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,レジュメの自分たちで書く欄が小さすぎてすごく書きにくい。,-0.074306867,,"レジュメ(-0.42), 欄(-0.69)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,プリントの書き込む欄のスペースを広くしてほしいです。,-0.118992692,,"プリント(-0.42), 欄(-0.69), スペース(-0.44)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,中間テストの時間が短すぎる,-0.333124286,,"中間(-0.73), テスト(-0.34), 時間(-0.95), 短(-0.31)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境政策の時代背景を年代ごとに解説していたため理解しやすかった,-0.226676474,,"環境(-0.61), 政策(-0.43), 時代(-0.97), 背景(-0.53), 年代(-0.53), ごと(-0.52), 解説(-0.41), 理解(-0.31)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題の歴史について深く学ぶことが出来た。,-0.272398,,"環境(-0.61), 問題(-0.72), 歴史(-0.74), つい(-0.55), 学ぶ(-0.55), 出来(-0.65)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,前期ありがとうございました。,-0.0455085,,前期(-0.27)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,毎回講義の最初に復習があるのでよかった。,-0.103218177,,"講義(-0.43), 最初(-0.81), 復習(-0.10)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,難しかったです,0,,
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,政策が沢山出てきて難しかったです。,-0.087421636,,"政策(-0.43), 沢山(-0.10), 出(-0.43)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,日本と中国の環境政策について知ることができて良かった。,-0.130743353,,"と(-0.22), 環境(-0.61), 政策(-0.43), つい(-0.55), 知る(-0.42)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,楽しかった,0,,
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,しっかり話を聞いておく,-0.166151333,,話(-1.00)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,過去や海外の環境問題、政策を学ぶことができました。印象が強かったのは、公害に向き合わなかった企業は現在、生き残っていないという言葉です。本当にそうだなと思いました。,-0.183112275,,"過去(-0.61), や(-0.28), 海外(-0.37), 環境(-0.61), 問題(-0.72), 政策(-0.43), 学ぶ(-0.55), 印象(-0.37), 公害(-0.51), 企業(-0.59), 現在(-0.72), ない(-1.00), と(-0.22), 言葉(-0.98), 本当(-0.50), と(-0.22), 思い(-0.68)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境の問題に関することを学ぶことができた。,-0.168152154,,"環境(-0.61), 問題(-0.72), 関する(-0.31), 学ぶ(-0.55)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境に関する問題点や改善点を学んだ。,-0.1200674,,"環境(-0.61), 関する(-0.31), や(-0.28)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,レジュメがとてもわかりやすかった。,-0.084103286,,"レジュメ(-0.42), とても(-0.17)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,良かったです,0,,
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境問題の歴史やこれまでの取り組みについて沢山学べました。テスト頑張ります。半年間ありがとございました。,-0.163441036,,"環境(-0.61), 問題(-0.72), 歴史(-0.74), や(-0.28), つい(-0.55), 沢山(-0.10), テスト(-0.34), 半年(-0.44), 間(-0.80)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,環境の政策を教えてすごくためになる講義でした,-0.133570385,,"環境(-0.61), 政策(-0.43), 教え(-0.27), 講義(-0.43)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,"レジュメは一応配られますが、大事な部分は空欄なので、毎週講義に出て記入し置きましょう。FITAIMを毎週書かないと出席点がもらえないので、書いてください。

レポート類は基本的にないですが、中間テストがあるので、必ず受けましょう。それの提出がなかったら、期末テストが受けられないです。",-0.149912232,期末(0.01),"レジュメ(-0.42), 一応(-0.47), 大事(-0.02), 空欄(-0.47), 講義(-0.43), 出(-0.43), 記入(-0.35), ましょう(-0.27), ない(-1.00), と(-0.22), 出席(-0.28), 点(-0.65), ない(-1.00), レポート(-0.23), 類(-0.95), ない(-1.00), 中間(-0.73), テスト(-0.34), 必ず(-0.53), 受け(-0.18), ましょう(-0.27), 提出(-0.39), テスト(-0.34), 受け(-0.18), ない(-1.00)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,中間テストも頑張ることだと思います。,-0.0982991,頑張る(0.98),"中間(-0.73), テスト(-0.34), と(-0.22), 思い(-0.68)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,公害問題に関して学びたい人におすすめです。,-0.101940417,,"公害(-0.51), 問題(-0.72)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,しっかりと出席しフィットエイムを書きましょう,-0.073241111,フィット(0.11),"と(-0.22), 出席(-0.28), ましょう(-0.27)"
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,毎回のFit Aimをしっかり書いたほうが良いです。,0.071428214,良い(1.00),
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,しっかりプリントを書くべき,-0.0833906,,プリント(-0.42)
1923105　環境政策Ⅰ,平均評価ポイント　　3.57,しっかりと出席して、メモをとる,-0.106439444,,"と(-0.22), 出席(-0.28), メモ(-0.46)"
